goodreads_book_id,isbn,authors,original_publication_year,original_title
7791997,1416989439,Becca Fitzpatrick,2010,Crescendo
6482837,61726818,Lauren Oliver,2010,Before I Fall
9777,679457313,Arundhati Roy,1997,The God of Small Things
18079776,670024783,Sue Monk Kidd,2014,The Invention of Wings
6469165,141043768,Liane Moriarty,2009,What Alice Forgot
3869,553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time: From the Big Bang to Black Holes
7315573,525951652,Ken Follett,2010,Fall of Giants
6320534,1439148503,Stephen King,2009,Under the Dome
830,553380958,Neal Stephenson,1992,Snow Crash
51738,670061050,Sarah Dessen,2006,Just Listen
99107,525467564,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh
9736930,62060554,S.J. Watson,2011,Before I Go to Sleep
102868,1420925539,Arthur Conan Doyle,1887,A Study in Scarlet
2248573,375826726,Christopher Paolini,2008,Brisingr
56495,310276993,Rick Warren,2002,The Purpose Driven Life: What on Earth am I Here For?
676924,312360282,"P.C. Cast, Kristin Cast",2007,Betrayed: a House of Night Novel
47212,451457811,Jim Butcher,2000,Storm Front
50398,1593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey
16101128,399162410,Rick Yancey,2013,The 5th Wave
10920,802142842,Charles Frazier,1997,Cold Mountain
767680,60245867,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie
42155,312323867,Emily Giffin,2005,Something Blue
12220,822210894,Tennessee Williams,1947,A Streetcar Named Desire
10692,751537284,Elizabeth Kostova,2005,The Historian
20170404,385353308,Emily St. John Mandel,2014,Station Eleven
18774964,1476738017,"Fredrik Backman, Henning Koch",2012,En man som heter Ove
18335634,1406321346,Cassandra Clare,2013,Clockwork Princess
1078,1416500189,Pearl S. Buck,1931,The Good Earth
2784,140135154,John Berger,1972,Ways of Seeing
5364,385335970,Diana Gabaldon,1992,Dragonfly in Amber
14758,743495667,Jennifer Weiner,2002,In Her Shoes
659469,345368584,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit
297673,1594489580,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao
37415,61120065,Zora Neale Hurston,1937,Their Eyes Were Watching God
41899,439321603,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them
17851885,316322407,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban
45032,141439807,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park
4069,080701429X,Viktor E. Frankl,1946,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager
237209,670038601,Tana French,2007,In the Woods
14743,618680004,Richard Dawkins,2006,The God Delusion
8492825,525422943,Gayle Forman,2011,Where She Went
7069,345915593,John Irving,1978,The World According to Garp
78129,515141429,Lee Child,1997,Killing Floor
2932,375757325,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner"
28862,937832383,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,Il Principe
18122,440238153,Philip Pullman,2000,The Amber Spyglass
43889,765346524,Terry Goodkind,1994,Wizard's First Rule
6837103,1439153663,Kathleen Grissom,2010,The Kitchen House
5113,316769029,J.D. Salinger,1961,Franny and Zooey
29059,385720920,Chuck Palahniuk,2001,Choke
4934,374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,Братья Карамазовы
307791,375822747,Jeanne DuPrau,2003,The City of Ember
7670,60541814,Michael Crichton,1969,The Andromeda Strain
11566,451933028,Stephen King,1996,The Green Mile
2547,000100039X,Kahlil Gibran,1923,The Prophet
15196,394541553,Art Spiegelman,1985,Maus: A Survivor's Tale : My Father Bleeds History
2866718,312379838,"P.C. Cast, Kristin Cast",2008,Untamed: A House of Night Novel
7967,812550757,Orson Scott Card,1986,Speaker for the Dead
11138,684823780,C.S. Lewis,1952,Mere Christianity
29044,1400031702,Donna Tartt,1992,The Secret History
4953,375725784,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius
1295,553381679,Jean M. Auel,1980,The Clan of the Cave Bear
3685,439228905,Anna Sewell,1877,Black Beauty
656,192833987,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,Война и миръ
28676,679735771,Bret Easton Ellis,1991,American Psycho
38980,613371658,Meg Cabot,2000,The Princess Diaries
7061,1400034779,Alexander McCall Smith,1998,The No. 1 Ladies' Detective Agency 
138398,1582406723,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 1: Days Gone Bye"
70535,451457994,Arthur C. Clarke,1968,2001: A Space Odyssey
11422,1590525132,Francine Rivers,1991,
27523,842342702,"Tim LaHaye, Jerry B. Jenkins",1995,Left Behind:  A Novel of the Earth's Last Days
18635016,62059998,Kiera Cass,2014,The One
7938275,545265355,Suzanne Collins,2010,The Hunger Games Box Set
1869,805063897,Barbara Ehrenreich,2001,Nickel and Dimed: On (Not) Getting By in America
1358844,593053893,Sophie Kinsella,2008,Remember Me?
233649,812517725,Robert Jordan,1990,The Great Hunt
6534,743477154,Patricia Cornwell,1990,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta
23919,385074077,Edgar Allan Poe,1849,The Complete Tales of Edgar Allan Poe
561909,553256696,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971,The Hiding Place
3590,192835084,Arthur Conan Doyle,1892,The Adventures of Sherlock Holmes
16735,553381547,Pat Conroy,1986,The Prince of Tides
3985,312282990,Michael Chabon,2000,The Amazing Adventures of Kavalier & Clay
4268157,802798233,Simone Elkeles,2008,Perfect Chemistry
34268,805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan
24768,689865392,Scott Westerfeld,2005,Pretties
11275,965341984,"Haruki Murakami, Jay Rubin",1994,ねじまき鳥クロニクル [Nejimakidori kuronikuru]
79885,739465511,Michael Connelly,2005,The Lincoln Lawyer 
49628,375507256,David Mitchell,2004,Cloud Atlas
133518,767902890,Tim O'Brien,1990,The Things They Carried
114683,1844137872,Banksy,1988,Wall and Piece
9593911,006197806X,Lauren Oliver,2012,Pandemonium
17231,307277887,Jeff Lindsay,2004,Darkly Dreaming Dexter
110494,1841493007,Charlaine Harris,2002,Living Dead in Dallas
34897,765305119,Robert Jordan,1991,The Dragon Reborn 
7733,141439491,"Jonathan Swift, Robert DeMaria Jr.",1726,Gulliver’s Travels
12957,743482751,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Gail Kern Paster, Robert          Jackson",1598,Much Ado About Nothing
52357,393320979,"Unknown, Seamus Heaney",975,Beowulf
59980,1401207529,"Frank Miller, David Mazzucchelli, Richmond Lewis, Dennis O'Neil",1987,Batman: Year One
24817626,62409859,Harper Lee,2015,Go Set a Watchman
1044355,316143472,David Sedaris,2008,When You Are Engulfed in Flames
8490112,316134023,Laini Taylor,2011,Daughter of Smoke & Bone
17878931,1409151174,Victoria Aveyard,2015,Red Queen
12609433,1400069289,Charles Duhigg,2011,The Power of Habit
386187,679751521,John Berendt,1994,Midnight in the Garden of Good and Evil
15717943,1301949825,Colleen Hoover,2012,Hopeless
3008,142437018,"Frances Hodgson Burnett, Nancy Bond",1905,A Little Princess
51737,142406252,Sarah Dessen,2004,The Truth About Forever
84119,439861365,C.S. Lewis,1954,The horse and his boy
6527740,1595143068,Richelle Mead,2010,Last Sacrifice 
77767,64400026,"Laura Ingalls Wilder, Garth Williams",1935,Little House on the Prairie
144974,380002558,"Margery Williams Bianco, William   Nicholson",1922,The Velveteen Rabbit
629,60589469,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance
8909,375759239,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds
162085,60887303,Sara Shepard,2006,Pretty Little Liars
231850,670241334,Don Freeman,1948,Corduroy
3109,1594200823,Michael Pollan,2006,The Omnivore's Dilemma
15790842,316176486,Kate Atkinson,2013,Life After Life
3462,446696129,Nicholas Sparks,2000,The Rescue
107291,045057458X,Stephen King,1991,Needful Things
10987,385335997,Diana Gabaldon,1993,Voyager
117251,393315053,"Kenneth Branagh, William Shakespeare",1996,
10603,307348245,Stephen King,1981,Cujo
10956,747560595,Jeffrey Eugenides,1993,The Virgin Suicides
140077,441012183,Charlaine Harris,2004,Dead to the World
32261,141439599,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented
2175,192840398,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary
378,394820371,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth
7235533,765326353,Brandon Sanderson,2010,The Way of Kings
140082,1841493015,Charlaine Harris,2003,Club Dead
248704,078685197X,Ned Vizzini,2006,It's Kind of a Funny Story
68429,765316889,Brandon Sanderson,2007,
10032672,034552554X,Vanessa Diffenbaugh,2011,The Language of Flowers
59960,156389341X,"Frank Miller, Klaus Janson, Lynn Varley",1986,Batman: The Dark Knight Returns
13152,446617792,James Patterson,2005,The Angel Experiment
285092,1573225517,Nick Hornby,1995,High Fidelity
15925,446696110,Nicholas Sparks,2003,The Guardian
46756,385721676,Margaret Atwood,2003,Oryx and Crake
1274,60574216,John Gray,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships"
33313,60899220,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly
7669,99244721,Michael Crichton,1999,Timeline
19380,486266893,Voltaire,1759,Candide
84981,374480095,Natalie Babbitt,1975,Tuck Everlasting
10629,2253147699,"Stephen King, Marie Milpois",1983,Christine
197084,1713221,P.D. Eastman,1960,Are You My Mother?
222078,071483355X,E.H. Gombrich,1950,The Story of Art
13206760,312642962,Marissa Meyer,2013,Scarlet
69571,751532711,Robert T. Kiyosaki,1997,"Rich Dad , Poor Dad"
10637766,1442426640,Becca Fitzpatrick,2011,Silence 
6101718,670020559,Lev Grossman,2009,The Magicians
13615,1421501686,"Tsugumi Ohba, Takeshi Obata",2004,デスノート #1 (Desu Nōto) Taikutsu (退屈)
3682,689875347,Libba Bray,2003,A Great and Terrible Beauty
256566,60529709,Jonathan Safran Foer,2002,Everything Is Illuminated
15769,752863886,Robert Ludlum,1986,The Bourne Supremacy
16056408,425266745,Tammara Webber,2012,Easy
58696,140439447,"Charles Dickens, Jeremy Tambling",1849,David Copperfield
693208,316013684,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian
117833,679760806,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,Мастер и Маргарита
13642,553383043,Ursula K. Le Guin,1968,A Wizard of Earthsea
357664,763616052,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie
5148,743253973,John Knowles,1959,A Separate Peace
5349,385339607,John Grisham,1995,The Rainmaker
3836,142437239,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quijote de La Mancha
45107,6480098,Robin Hobb,1995,Assassin's Apprentice
8695,345418921,Douglas Adams,1980,The Restaurant at the End of the Universe
7740152,385739141,Lauren Kate,2010,Torment
19321,723247706,Beatrix Potter,1901,The Tale of Peter Rabbit
65641,64405044,"C.S. Lewis, Pauline Baynes",1953,The Silver Chair
2767793,765316897,Brandon Sanderson,2008,The Hero of Ages
68783,679746048,Susanna Kaysen,1993,"Girl, Interrupted"
40173,61173398,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea"
71728,743278909,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull
8755785,1481426303,Cassandra Clare,2014,City of Heavenly Fire
310259,920668372,"Robert Munsch, Sheila McGraw",1986,Love You Forever
10567,1416524517,Stephen King,2006,Cell
16158542,067002581X,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics
7332,618391118,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion
5094,451210859,Stephen King,1987,The Drawing of the Three
3407877,330449605,Kate Morton,2008,The Forgotten Garden
17690,99428644,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Der Prozeß
22205,142501557,Sarah Dessen,2002,This Lullaby
14864,743275012,Jodi Picoult,2000,Plain Truth
6314763,385523386,Piper Kerman,2010,Orange Is the New Black: My Year in a Women's Prison
8921,451528018,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles
11468377,374275637,Daniel Kahneman,2011,"Thinking, Fast and Slow"
402045,345350499,Marion Zimmer Bradley,1982,The Mists of Avalon
37732,689841582,Judy Blume,1970,"Are You There God? It's Me, Margaret"
15926,446612707,Nicholas Sparks,2002,Nights in Rodanthe
18775247,1476754454,Stephen King,2014,Mr. Mercedes
140075,441014941,Charlaine Harris,2007,All Together Dead
5166,375706771,Chris Bohjalian,1997,Midwives
420282,395389496,Chris Van Allsburg,1985,The Polar Express
125507,140544518,"Jon Scieszka, Lane Smith",1989,The True Story of the Three Little Pigs
32682,425134350,Tom Clancy,1987,Patriot Games
1431,61124265,"Paulo Coelho, Margaret Jull Costa",1998,Veronika decide morrer
16071764,385349947,"Sheryl Sandberg, Nell Scovell",2013,"Lean In: Women, Work, and the Will to Lead"
170210,441013333,Charlaine Harris,2005,Dead as a Doornail 
10429045,62085484,Tahereh Mafi,2011,"Shatter Me (Shatter Me, #1)"
17214,441783589,Robert A. Heinlein,1959,Starship Troopers
12033455,385342063,Sophie Kinsella,2011,I've Got Your Number
10959,1857993284,"Jostein Gaarder, Paulette Møller",1991,Sofies Verden
11260526,316134112,Mark Cotta Vaz,2011,
76778,553278223,Ray Bradbury,1950,The Martian Chronicles
7331435,307592839,Jennifer Egan,2010,A Visit From the Goon Squad
93,753454947,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi
83763,61015725,Michael Crichton,2002,Prey
84369,7202326,C.S. Lewis,1956,The Last Battle
5064,525950079,Ken Follett,2007,World Without End
1326258,312360304,"P.C. Cast, Kristin Cast",2008,Chosen: A House of Night Novel
544891,60874163,Alex Flinn,2007,"Beastly (Beastly, #1, Kendra Chronicles, #1)"
2696,140424385,"Geoffrey Chaucer, Nevill Coghill",1390,Tales of Caunterbury
42149,312348649,Emily Giffin,2006,Baby Proof
7664041,375856110,Christopher Paolini,2011,Inheritance
10357575,307593312,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon]
46787,1840224029,Harriet Beecher Stowe,1852,Uncle Tom's Cabin or Life Among the Lowly
480204,60809248,"Gaston Leroux, Alexander Teixeira de Mattos",1909,Le Fantôme de l'Opéra
140079,441014917,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)"
2526,156007754,"José Saramago, Giovanni Pontiero",1995,Ensaio Sobre a Cegueira
7905092,374158460,Jonathan Franzen,2010,Freedom
15812814,142421715,Ally Condie,2011,Crossed
852470,1423100034,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You"
1768603,1416562591,Aravind Adiga,2008,The White Tiger
3805,1841156736,Jonathan Franzen,2001,The Corrections
88061,1921351438,Barack Obama,1995,Dreams from My Father
7672,60541830,Michael Crichton,1980,Congo
46677,689711735,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
5439,618101365,Jhumpa Lahiri,1999,Interpreter of Maladies
2767,60838655,Howard Zinn,1980,A People's History of the United States: 1492 to Present 
251688,679745653,Truman Capote,1958,Breakfast at Tiffany's
6690798,345504968,Justin Cronin,2010,The Passage
2744,60515198,Neil Gaiman,2005,Anansi Boys
5664985,670011940,Sarah Dessen,2009,Along for the Ride
18693763,159420571X,Celeste Ng,2014,Everything I Never Told You
9328,553383809,"Isabel Allende, Magda Bogin",1982,La casa de los espíritus
11573,451155750,Stephen King,1979,The Dead Zone
16343,646418432,"Agatha Christie, Ροζίτα Σώκου",1920,The Mysterious Affair at Styles
16304,425200450,Agatha Christie,1934,Murder in the Calais Coach
15796700,307271080,Chimamanda Ngozi Adichie,2013,Americanah
7494,446611085,James Patterson,2001,Suzanne's Diary for Nicholas
233667,451167805,Stephen King,1980,Firestarter
15731779,425263924,Sylvia Day,2013,Entwined with You
6289283,307266303,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
18293427,1616203218,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry
475339,590133373,Ludwig Bemelmans,1939,Mad About Madeline
1005,1585424331,Napoleon Hill,1937,Think and Grow Rich
8337,60885378,"Laura Ingalls Wilder, Garth Williams",1932,Little House In The Big Woods
14201,765356155,Susanna Clarke,2004,Jonathan Strange & Mr Norrell
3463,446696137,Nicholas Sparks,2001,A Bend in the Road
12127810,1423146727,Rick Riordan,2013,The House of Hades
2536134,61448761,Michael  Grant,2008,Gone
3466,446615862,Nicholas Sparks,2003,The Wedding
1067,743226720,David McCullough,2005,1776
10847,330419129,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith
11447921,61928127,Jess Walter,2012,Beautiful Ruins
9742,307237699,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream
10569,743455967,Stephen King,1999,On Writing: A Memoir of the Craft
1472878,312364083,Kristin Hannah,2008,Firefly Lane
455373,345418972,Michael Crichton,1987,Sphere
2120652,312348673,Emily Giffin,2008,Love the One You're With
18214414,316206873,"Robert Galbraith, J.K. Rowling",2014,The Silkworm
43814,345476883,Anne Rice,1985,The Vampire Lestat
9118135,62049801,Ann Patchett,2011,State of Wonder
13539044,374533571,Matthew Quick,2008,The Silver Linings Playbook
33507,076072850X,"Jules Verne, Anthony Bonner",1869,Vingt Mille Lieues Sous les Mers
16181,743272498,Philippa Gregory,2005,The Constant Princess
14942,151009988,"Virginia Woolf, Maureen Howard",1925,Mrs Dalloway
