goodreads_book_id,isbn,authors,original_publication_year,original_title,image_url,small_image_url
1157452,1421501201,Matsuri Hino,2002,めるぷり メルヘン☆プリンス 1,https://images.gr-assets.com/books/1324321395m/1157452.jpg,https://images.gr-assets.com/books/1324321395s/1157452.jpg
11031,156029588,"Arturo Pérez-Reverte, Margaret Jull Costa",1990,La tabla de Flandes,https://images.gr-assets.com/books/1328874807m/11031.jpg,https://images.gr-assets.com/books/1328874807s/11031.jpg
576570,823404420,"Janet Stevens, Hans Christian Andersen",1835,Prinsessen på ærten,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4662,684842505,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920,The Short Stories of F. Scott Fitzgerald,https://images.gr-assets.com/books/1400891315m/4662.jpg,https://images.gr-assets.com/books/1400891315s/4662.jpg
397466,067172939X,V.C. Andrews,1986,Dark Angel,https://images.gr-assets.com/books/1322289444m/397466.jpg,https://images.gr-assets.com/books/1322289444s/397466.jpg
77787,553298046,Timothy Zahn,1997,Star Wars: Specter of the Past,https://images.gr-assets.com/books/1326718522m/77787.jpg,https://images.gr-assets.com/books/1326718522s/77787.jpg
351648,61128856,Laura Lippman,2007,What The Dead Know,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
76527,141439777,"Laurence Sterne, Melvyn New",1767,"The Life and Opinions of Tristram Shandy, Gentleman",https://images.gr-assets.com/books/1403402384m/76527.jpg,https://images.gr-assets.com/books/1403402384s/76527.jpg
765148,439287197,"Giles Andreae, Guy Parker-Rees",,,https://images.gr-assets.com/books/1306505271m/765148.jpg,https://images.gr-assets.com/books/1306505271s/765148.jpg
98048,142001821,Susan Vreeland,2001,The Passion of Artemisia,https://images.gr-assets.com/books/1311648181m/98048.jpg,https://images.gr-assets.com/books/1311648181s/98048.jpg
270435,937611352,Louise L. Hay,1976,Heal Your Body,https://images.gr-assets.com/books/1404193356m/270435.jpg,https://images.gr-assets.com/books/1404193356s/270435.jpg
284698,159182236X,"Mia Ikumi, Reiko Yoshida",2003,東京ミュウミュウ (Tokyo Mew Mew) 1,https://images.gr-assets.com/books/1371146694m/284698.jpg,https://images.gr-assets.com/books/1371146694s/284698.jpg
11595276,62020560,Emily M. Danforth,2012,The Miseducation of Cameron Post,https://images.gr-assets.com/books/1309190566m/11595276.jpg,https://images.gr-assets.com/books/1309190566s/11595276.jpg
1967070,006082543X,"Neil Gaiman, P. Craig Russell",2008,Coraline,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2173611,61477958,Diana Wynne Jones,2008,House of Many Ways,https://images.gr-assets.com/books/1293848674m/2173611.jpg,https://images.gr-assets.com/books/1293848674s/2173611.jpg
23602561,1101874996,Don Winslow,2015,The Cartel,https://images.gr-assets.com/books/1429552939m/23602561.jpg,https://images.gr-assets.com/books/1429552939s/23602561.jpg
25937671,1101902760,Sue Klebold,2016,A Mother's Reckoning: Living in the Aftermath of Tragedy,https://images.gr-assets.com/books/1453261078m/25937671.jpg,https://images.gr-assets.com/books/1453261078s/25937671.jpg
13062,446695696,Carl Hiaasen,1989,Skin Tight,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3750,142002062,Ian Fleming,1955,Moonraker,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
364550,521357306,"John Locke, Peter Laslett, Raymond Geuss",1689,Two Treatises of Government,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16900,1420925229,Henry David Thoreau,1995,Civil Disobedience and Reading,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17533,316030899,Louisa May Alcott,1876,Rose in Bloom,https://images.gr-assets.com/books/1344269387m/17533.jpg,https://images.gr-assets.com/books/1344269387s/17533.jpg
82436,375836942,Melina Marchetta,1992,Looking for Alibrandi,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
15813668,1250014409,Darynda Jones,2013,Fifth Grave Past the Light,https://images.gr-assets.com/books/1355718001m/15813668.jpg,https://images.gr-assets.com/books/1355718001s/15813668.jpg
416580,312957572,Wilbur Smith,1995,The Seventh Scroll,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12813860,316084220,Kody Keplinger,2012,A Midsummer's Nightmare,https://images.gr-assets.com/books/1327469139m/12813860.jpg,https://images.gr-assets.com/books/1327469139s/12813860.jpg
17571466,1476717710,Nick Cutter,2014,The Troop,https://images.gr-assets.com/books/1397768496m/17571466.jpg,https://images.gr-assets.com/books/1397768496s/17571466.jpg
820480,1405092726,C.J. Sansom,2008,Revelation,https://images.gr-assets.com/books/1327170369m/820480.jpg,https://images.gr-assets.com/books/1327170369s/820480.jpg
11339,292760280,"Pablo Neruda, Stephen Tapscott",1959,Cien sonetos de amor,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18316089,1400067243,Amy Bloom,2014,Lucky Us,https://images.gr-assets.com/books/1400853144m/18316089.jpg,https://images.gr-assets.com/books/1400853144s/18316089.jpg
110393,006053124X,Julia Quinn,2005,It's In His Kiss,https://images.gr-assets.com/books/1314461965m/110393.jpg,https://images.gr-assets.com/books/1314461965s/110393.jpg
31538614,1781106290,"J.K. Rowling, MinaLima",2016,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists",https://images.gr-assets.com/books/1471436601m/31538614.jpg,https://images.gr-assets.com/books/1471436601s/31538614.jpg
9454,198245971,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807,Phänomenologie des Geistes,https://images.gr-assets.com/books/1425522818m/9454.jpg,https://images.gr-assets.com/books/1425522818s/9454.jpg
479561,330351435,Peter F. Hamilton,1997,The Neutronium Alchemist,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9995135,373776578,Gena Showalter,2012,The Darkest Seduction,https://images.gr-assets.com/books/1316891535m/9995135.jpg,https://images.gr-assets.com/books/1316891535s/9995135.jpg
30226723,62310712,Victoria Aveyard,2017,King's Cage,https://images.gr-assets.com/books/1467121158m/30226723.jpg,https://images.gr-assets.com/books/1467121158s/30226723.jpg
6345193,805090800,Paul Auster,2009,Invisible,https://images.gr-assets.com/books/1317063578m/6345193.jpg,https://images.gr-assets.com/books/1317063578s/6345193.jpg
9266810,61701246,Sarah Mlynowski,2011,Ten Things We Did (and Probably Shouldn't Have) ,https://images.gr-assets.com/books/1293821561m/9266810.jpg,https://images.gr-assets.com/books/1293821561s/9266810.jpg
13042154,1442430001,Moira Young,2012,Rebel Heart,https://images.gr-assets.com/books/1326311073m/13042154.jpg,https://images.gr-assets.com/books/1326311073s/13042154.jpg
4507,553803077,Julie Gregory,2003,Sickened,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
96082,316713732,Anita Shreve,2001,The Last Time They Met,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25817493,62409204,Paulette Jiles,2016,News of the World,https://images.gr-assets.com/books/1440342988m/25817493.jpg,https://images.gr-assets.com/books/1440342988s/25817493.jpg
40710,1416505415,Brad Thor,2005,Blowback,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9864913,014310425X,Devdutt Pattanaik,2010,Jaya: An Illustrated Retelling of the Mahabharata,https://images.gr-assets.com/books/1357361164m/9864913.jpg,https://images.gr-assets.com/books/1357361164s/9864913.jpg
51114,312099436,Gail Tsukiyama,1991,Women of the Silk,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
54492,140621318,Anthony Hope,1894,The Prisoner of Zenda,https://images.gr-assets.com/books/1356449081m/54492.jpg,https://images.gr-assets.com/books/1356449081s/54492.jpg
8349348,557489563,Amanda Hocking,2010,Flutter,https://images.gr-assets.com/books/1282496658m/8349348.jpg,https://images.gr-assets.com/books/1282496658s/8349348.jpg
456,140178139,Paul Auster,1992,Leviathan,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
15157,446608890,David Baldacci,1999,Saving Faith,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
171471,786914041,R.A. Salvatore,1999,The Spine of the World (Paths of Darkness #2),https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
308540,439568331,R.L. Stine,1993,The Haunted Mask,https://images.gr-assets.com/books/1328867787m/308540.jpg,https://images.gr-assets.com/books/1328867787s/308540.jpg
136641,765349655,Douglas Preston,2005,Tyrannosaur Canyon,https://images.gr-assets.com/books/1419207931m/136641.jpg,https://images.gr-assets.com/books/1419207931s/136641.jpg
28016509,425285049,J.P. Delaney,2017,The Girl Before,https://images.gr-assets.com/books/1485972587m/28016509.jpg,https://images.gr-assets.com/books/1485972587s/28016509.jpg
15673,747569118,Louis Sachar,1995,Wayside School Gets a Little Stranger,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11279,446362662,Dan Simmons,1991,Summer of Night,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4961959,345506391,"Jim Butcher, Mark Powers, Ardian Syaf",2009,Jim Butcher's the Dresden Files: Storm Front,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13064,446695718,Carl Hiaasen,1986,Tourist Season,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
366346,778322602,Debbie Macomber,2002,204 Rosewood Lane,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16071767,345539478,Karin Slaughter,2013,Unseen,https://images.gr-assets.com/books/1361517437m/16071767.jpg,https://images.gr-assets.com/books/1361517437s/16071767.jpg
6681333,525422439,Heather Brewer,2010,The Chronicles of Vladimir Tod: Eleventh Grade Burns,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
175324,345330137,Robert A. Heinlein,1956,Double Star,https://images.gr-assets.com/books/1327984434m/175324.jpg,https://images.gr-assets.com/books/1327984434s/175324.jpg
390305,778322335,Alex Kava,2000,A Perfect Evil,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
15737147,1594631290,Anne Lamott,2012,,https://images.gr-assets.com/books/1348147479m/15737147.jpg,https://images.gr-assets.com/books/1348147479s/15737147.jpg
7981,142402451,"Brian Jacques, Allan Curless",1997,The Long Patrol,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11107244,670022950,Steven Pinker,2010,The Better Angels of Our Nature. Why Violence has Declined,https://images.gr-assets.com/books/1311281857m/11107244.jpg,https://images.gr-assets.com/books/1311281857s/11107244.jpg
821003,525444459,"A.A. Milne, Ernest H. Shepard",1924,When We Were Very Young,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
22367526,399169520,M.O. Walsh,2015,My Sunshine Away,https://images.gr-assets.com/books/1412528921m/22367526.jpg,https://images.gr-assets.com/books/1412528921s/22367526.jpg
370057,1414310587,Dee Henderson,2001,The Truth Seeker (O'Malley #3),https://images.gr-assets.com/books/1406514043m/370057.jpg,https://images.gr-assets.com/books/1406514043s/370057.jpg
1244286,9799625734,Dee Lestari,2006,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,https://images.gr-assets.com/books/1356018939m/1244286.jpg,https://images.gr-assets.com/books/1356018939s/1244286.jpg
7907782,393079988,Nicole Krauss,2010,Great House,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
28374062,62430211,Karin Slaughter,2016,The Kept Woman,https://images.gr-assets.com/books/1462032117m/28374062.jpg,https://images.gr-assets.com/books/1462032117s/28374062.jpg
95619,842365834,Francine Rivers,2003,And the Shofar Blew,https://images.gr-assets.com/books/1406507476m/95619.jpg,https://images.gr-assets.com/books/1406507476s/95619.jpg
31357,1841490237,Orson Scott Card,1989,Prentice Alvin (Tales of Alvin Maker #3),https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
97875,1400079446,Alexander McCall Smith,2005,44 Scotland Street,https://images.gr-assets.com/books/1298439814m/97875.jpg,https://images.gr-assets.com/books/1298439814s/97875.jpg
268275,743466772,Sandra Brown,2005,Chill Factor,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2108198,747595380,"Neil Gaiman, Mark Buckingham",2008,Odd and the Frost Giants,https://images.gr-assets.com/books/1323790894m/2108198.jpg,https://images.gr-assets.com/books/1323790894s/2108198.jpg
17726978,1483911896,Mark  Edwards,2013,,https://images.gr-assets.com/books/1364934901m/17726978.jpg,https://images.gr-assets.com/books/1364934901s/17726978.jpg
669780,435900668,"Tayeb Salih, Denys Johnson-Davies",1966,موسم الهجرة إلى الشمال,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
24100,006093140X,Doris Lessing,1962,The Golden Notebook,https://images.gr-assets.com/books/1367457541m/24100.jpg,https://images.gr-assets.com/books/1367457541s/24100.jpg
396266,7191324,Jennifer Donnelly,2008,The Winter Rose,https://images.gr-assets.com/books/1319665261m/396266.jpg,https://images.gr-assets.com/books/1319665261s/396266.jpg
29923,345434811,Jeff Shaara,1991,The Last Full Measure,https://images.gr-assets.com/books/1331939776m/29923.jpg,https://images.gr-assets.com/books/1331939776s/29923.jpg
120461,2226135022,Éric-Emmanuel Schmitt,1996,Oscar et la dame rose,https://images.gr-assets.com/books/1399593530m/120461.jpg,https://images.gr-assets.com/books/1399593530s/120461.jpg
46676,1400034728,Harold S. Kushner,1981,When Bad Things Happen to Good People,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17768,6499163,Patrick O'Brian,1972,Post Captain,https://images.gr-assets.com/books/1375475591m/17768.jpg,https://images.gr-assets.com/books/1375475591s/17768.jpg
2208744,1599901102,Jessica Day George,2008,"Dragon Flight (Dragon Slippers, #2)",https://images.gr-assets.com/books/1441437868m/2208744.jpg,https://images.gr-assets.com/books/1441437868s/2208744.jpg
730501,543904709,Susan Coolidge,1872,What Katy Did  ,https://images.gr-assets.com/books/1327538133m/730501.jpg,https://images.gr-assets.com/books/1327538133s/730501.jpg
766917,140309276,Robert McCloskey,1942,Homer Price,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
153782,059039696X,Tamora Pierce,2003,Shatterglass,https://images.gr-assets.com/books/1366303866m/153782.jpg,https://images.gr-assets.com/books/1366303866s/153782.jpg
18878,345456327,David Eddings,1982,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
359194,1400064112,Philip G. Zimbardo,2007,The Lucifer Effect: Understanding How Good People Turn Evil,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6606456,345471016,Nancy Pickard,2010,The Scent of Rain and Lightning,https://images.gr-assets.com/books/1320509039m/6606456.jpg,https://images.gr-assets.com/books/1320509039s/6606456.jpg
361081,553276328,"Clive Cussler, Michael Pritchard",1983,Pacific Vortex!,https://images.gr-assets.com/books/1269478239m/361081.jpg,https://images.gr-assets.com/books/1269478239s/361081.jpg
23197269,316098108,Kim Stanley Robinson,2015,Aurora,https://images.gr-assets.com/books/1436300570m/23197269.jpg,https://images.gr-assets.com/books/1436300570s/23197269.jpg
238137,749934417,J.D. Robb,2002,Purity in Death,https://images.gr-assets.com/books/1305124004m/238137.jpg,https://images.gr-assets.com/books/1305124004s/238137.jpg
116343,60548266,Mary  Stewart,1973,The Hollow Hills,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
303454,689857950,Margaret Peterson Haddix,2004,"Among the Brave (Shadow Children, #5)",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43081,312330340,"Rusty Young, Thomas McFadden",2003,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1025039,1931514585,Fuyumi Soryo,1996,マース (Mars) #1,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5553,465023924,Richard Feynman,1962,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
688663,307336794,Alice Waters,2007,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,https://images.gr-assets.com/books/1320458644m/688663.jpg,https://images.gr-assets.com/books/1320458644s/688663.jpg
96980,345418522,Piers Anthony,1981,"Centaur Aisle (Xanth, #4)",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
332348,385340117,Michelle Richmond,2006,The Year of Fog,https://images.gr-assets.com/books/1320513174m/332348.jpg,https://images.gr-assets.com/books/1320513174s/332348.jpg
194479,1563897504,"Marv Wolfman, George Pérez",1985,Crisis on Infinite Earths,https://images.gr-assets.com/books/1327906696m/194479.jpg,https://images.gr-assets.com/books/1327906696s/194479.jpg
24807,1594482225,John Hodgman,2005,The Areas of My Expertise,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
19314,140317201,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",1981,Ronja Rövardotter,https://images.gr-assets.com/books/1451632787m/19314.jpg,https://images.gr-assets.com/books/1451632787s/19314.jpg
7189177,1439102392,Kathy Reichs,2010,Spider Bones,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
235127,1416909834,Andrew Clements,2007,No Talking,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23602504,385354193,"Jo Nesbø, Neil Smith",2014,Blod på snø,https://images.gr-assets.com/books/1422370944m/23602504.jpg,https://images.gr-assets.com/books/1422370944s/23602504.jpg
13282015,1468139339,Elisabeth Naughton,2011,Wait for Me,https://images.gr-assets.com/books/1344212446m/13282015.jpg,https://images.gr-assets.com/books/1344212446s/13282015.jpg
12031532,1905802498,Tan Twan Eng,2011,The Garden of Evening Mists,https://images.gr-assets.com/books/1333033941m/12031532.jpg,https://images.gr-assets.com/books/1333033941s/12031532.jpg
696177,1421511835,Arina Tanemura,2005,紳士同盟† 1,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18775203,1476766665,Alice Clayton,2014,,https://images.gr-assets.com/books/1470670923m/18775203.jpg,https://images.gr-assets.com/books/1470670923s/18775203.jpg
94813,843949945,Christine Feehan,2002,Dark Guardian,https://images.gr-assets.com/books/1327896501m/94813.jpg,https://images.gr-assets.com/books/1327896501s/94813.jpg
8492,1581345267,Frank E. Peretti,1992,Prophet,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18602341,62280708,Danielle  Paige,2015,The Wicked Will Rise,https://images.gr-assets.com/books/1423841142m/18602341.jpg,https://images.gr-assets.com/books/1423841142s/18602341.jpg
313263,505524473,Christine Feehan,2001,Dark Fire,https://images.gr-assets.com/books/1269221471m/313263.jpg,https://images.gr-assets.com/books/1269221471s/313263.jpg
20613761,1555976905,Claudia Rankine,2014,Citizen: An American Lyric,https://images.gr-assets.com/books/1420944502m/20613761.jpg,https://images.gr-assets.com/books/1420944502s/20613761.jpg
16387,1585673927,P.G. Wodehouse,1925,"Carry On, Jeeves",https://images.gr-assets.com/books/1358970388m/16387.jpg,https://images.gr-assets.com/books/1358970388s/16387.jpg
